SOURCE	TARGET
أفكاري	أفكاري	UC
كنت	كنت	UC
أميل	أميل	UC
إلى	إلى	UC
كلية	كلية	UC
اللغة	اللغة	UC
لأن	لأن	UC
القليل	القليل	UC
من	من	UC
النسا	النساء	REPLACE_OM
في	في	UC
بلدي	بلدي	UC
الذين	اللاتي	REPLACE_XN
تخرج	تخرجن	REPLACE_OM
من	من	UC
هذه	هذه	UC
الكلية	الكلية	UC
وبعد	وبعد	UC
تفكير	تفكير	UC
تبين	تبين	UC
لي	لي	UC
أن	أن	UC
الذي	الذي	UC
يحتاج	يحتاجه	REPLACE_XM
المسلمون	المسلمون	UC
في	في	UC
فرنسا	فرنسا	UC
أو	أو	UC
مسلموا	مسلمو	REPLACE_OD+REPLACE_OG
أروبا	أوروبا	REPLACE_OH+REPLACE_OM
ليست	ليست	UC
العربية	العربية	UC
ولكن	ولكن	UC
الدين	الدين	UC
بشكل	بشكل	UC
عام	عام	UC
مع	مع	UC
أساتذة	أساتذة	UC
قادرين	قادرين	UC
على	على	UC
ترجمة	ترجمة	UC
كتب	كتب	UC
الدين	الدين	UC
آلخ	إلخ	REPLACE_OR
والذي	والذي	UC
يتخرج	يتخرج	UC
من	من	UC
كلية	كلية	UC
اللغة	اللغة	UC
قد	قد	UC
لا	لا	UC
يستطيع	يستطيع	UC
أن	أن	UC
يترجم	يترجم	UC
كتب	كتبا	REPLACE_XC
ديني	دينية	REPLACE_XG
لأن	لأن	UC
المصطلاحات	المصطلاحات	UC
تختلف	تختلف	UC
والذي	والذي	UC
يحتاج	يحتاجه	REPLACE_XM
الداعي	الداعي	UC
هي	هو	REPLACE_OR
العلوم	العلوم	UC
الشرعية	الشرعية	UC
أكثر	أكثر	UC
من	من	UC
التعميق	التعمق	REPLACE_OD
أو	أو	UC
التبحر	التبحر	UC
في	في	UC
العربية	العربية	UC
وآدبه	وأدبها	REPLACE_MI+REPLACE_OH
أسئل	أسأل	REPLACE_OR
الله	الله	UC
أن	أن	UC
يزيدنا	يزيدنا	UC
إخلاصا	إخلاصا	UC
وتقى	وتقى	UC
وهدى	وهدى	UC
وأن	وأن	UC
يرشدنا	يرشدنا	UC
على	إلى	REPLACE_SW
الخير	الخير	UC
كله	كله	UC
أعتذر	أعتذر	UC
لخطى	عن خطي	UNK
الردئ	الردئ	UC
ولكن	ولكن	UC
أنا	أنا	UC
متخصص	متخصص	UC
في	في	UC
بلدي	بلدي	UC
	في	INSERT_XM
الحساب	الحساب	UC
ولم	ولم	UC
أستعمل	أستعمل	UC
القلم	القلم	UC
كثير	كثيرا	REPLACE_XC
ولم	ولم	UC
أتعوذ	أتعود	REPLACE_OR
على	على	UC
الكتابة	الكتابة	UC
بالقلم	بالقلم	UC
سوى	سوى	UC
بالعربية	بالعربية	UC
أو	أو	UC
بلغتي	بلغتي	UC
الأم	الأم	UC
الفرنسية	الفرنسية	UC

كلية	كلية	UC
الشريعة	الشريعة	UC
أريد	أريد	UC
أن	أن	UC
ألتحق	ألتحق	UC
بكلية	بكلية	UC
الشريعة	الشريعة	UC
لما	لما	UC
فيها	فيها	UC
من	من	UC
فوائد	فوائد	UC
كثيرة	كثيرة	UC
هي	فهي	REPLACE_SF
كلية	كلية	UC
تتمكن	تتمكن	UC
فيها	فيها	UC
	من	INSERT_XM
فهم	فهم	UC
دين	دين	UC
الله	الله	UC
وسنة	وسنة	UC
رسوله	رسوله	UC
صلى	صلى	UC
الله	الله	UC
عليه	عليه	UC
وسلم	وسلم	UC
وأقوال	وأقوال	UC
العلماء	العلماء	UC
والفقهاء	والفقهاء	UC
في	في	UC
بلدنا	بلدنا	UC
لا	لا	UC
تستطيع	تستطيع	UC
أن	أن	UC
تبين	تبين	UC
دين	دين	UC
الله	الله	UC
كما	كما	UC
هو	هو	UC
إلا	إلا	UC
	أن	INSERT_XM
تخصص	تتخصص	REPLACE_OM
في	في	UC
الشريعة	الشريعة	UC
لأن	لأن	UC
الناس	الناس	UC
يسألون	يسألون	UC
عن	عن	UC
كل	كل	UC
شيء	شيء	UC
من	من	UC
المسائل	المسائل	UC
الفقهية	الفقهية	UC
والفرائض	والفرائض	UC
وغير	وغير	UC
ذلك	ذلك	UC
لذلك	لذلك	UC
أريد	أريد	UC
أن	أن	UC
أتخصص	أتخصص	UC
في	في	UC
الشريعة	الشريعة	UC
لأن	لأن	UC
هذه	هذه	UC
المسائل	المسائل	UC
غالبا	غالبا	UC
توجد	توجد	UC
في	في	UC
الشريعة	الشريعة	UC
لذلك	لذلك	UC
أريدها	أريدها	UC
كي	كي	UC
أخرج	أخرج	UC
الناس	الناس	UC
من	من	UC
الظلمات	الظلمات	UC
إلى	إلى	UC
النور	النور	UC
وأبين	وأبين	UC
لهم	لهم	UC
طريق	طريق	UC
الهدي	الهدى	REPLACE_OA
والرشاد	والرشاد	UC
في	في	UC
بلدنا	بلدنا	UC
الناس	الناس	UC
يحتاجون	يحتاجون	UC
آل	إلى	REPLACE_SW
المتخصصين	المتخصصين	UC
في	في	UC
الشريعة	الشريعة	UC
كثيرا	كثيرا	UC
يسألونك	يسألونك	UC
في	في	UC
كل	كل	UC
دقيقة	دقيقة	UC
وكبيرة	وكبيرة	UC
لأنهم	لأنهم	UC
لم	لم	UC
يفهموا	يفهموا	UC
الإسلام	الإسلام	UC
فهما	فهما	UC
صحيحا	صحيحا	UC
وبعضهم	وبعضهم	UC
لم	لم	UC
يدخلوا	يدخلوا	UC
الإسلام	الإسلام	UC
ولكن	ولكن	UC
يريدون	يريدون	UC
الدخول	الدخول	UC
يسألونك	يسألونك	UC
في	في	UC
شيء	شيء	UC
أنت	أنت	UC
تتعجب	تتعجب	UC
منهم	منهم	UC
أن	إن	REPLACE_OH
لم	لم	UC
تكن	تكن	UC
متمكنا	متمكنا	UC
في	في	UC
المسائل	المسائل	UC
الفقهية	الفقهية	UC
وكذلك	وكذلك	UC
الفرائض	الفرائض	UC
أي	أي	UC
علم	علم	UC
الفرائض	الفرائض	UC
لن	لن	UC
تستطيع	تستطيع	UC
أن	أن	UC
تفهمهم	تفهمهم	UC
وتقنعهم	وتقنعهم	UC
وتبين	وتبين	UC
لهم	لهم	UC
هذا	هذا	UC
الدين	الدين	UC
الذي	الذي	UC
جاء	جاء	UC
به	به	UC
نبينا	نبينا	UC
محمد	محمد	UC
صلى	صلى	UC
الله	الله	UC
عليه	عليه	UC
وسلم	وسلم	UC
من	من	UC
عند	عند	UC
الله	الله	UC
سبحانه	سبحانه	UC
وتعالى	وتعالى	UC
زملائي	زملائي	UC
الذين	الذين	UC
تخرجوا	تخرجوا	UC
من	من	UC
كلية	كلية	UC
الشريعة	الشريعة	UC
يتحدثون	يتحدثون	UC
بلغة	اللغة	REPLACE_OR+REPLACE_XT
العربية	العربية	UC
بطلاقة	بطلاقة	UC
إذن	إذن	UC
في	في	UC
كلية	كلية	UC
الشريعة	الشريعة	UC
تستطيع	تستطيع	UC
أن	أن	UC
تتمكن	تتمكن	UC
في	في	UC
اللغة	اللغة	UC
العربية	العربية	UC
من	من	UC
نحو	نحو	UC
وصرف	وصرف	UC
وبلاغة	وبلاغة	UC
وغير	وغير	UC
ذلك	ذلك	UC
من	من	UC
المواد	المواد	UC
اللغوية	اللغوية	UC
تجد	تجد	UC
واحدا	واحدا	UC
تخصص	تخصص	UC
في	في	UC
اللغة	اللغة	UC
أحيانا	أحيانا	UC
وكذلك	وكذلك	UC
تجد	تجد	UC
واحدا	واحدا	UC
في	في	UC
الشريعة	الشريعة	UC
عنده	عنده	UC
ثقافة	ثقافة	UC
كبيرة	كبيرة	UC
ومعلومات	ومعلومات	UC
كثيرة	كثيرة	UC
لأنه	لأنه	UC
يقرأ	يقرأ	UC
القرآن	القرآن	UC
والحديث	والحديث	UC
وفي	وفي	UC
القرآن	القرآن	UC
كل	كل	UC
شيء	شيء	UC
والحديث	والحديث	UC
كذلك	كذلك	UC
والقرآن	والقرآن	UC
هو	هو	UC
أصل	أصل	UC
اللغة	اللغة	UC
ثم	ثم	UC
يأتي	يأتي	UC
الحديث	الحديث	UC
في	في	UC
الدرجة	الدرجة	UC
الثانية	الثانية	UC
وفي	وفي	UC
مرتبة	المرتبة	REPLACE_XF
الأولى	الأولى	UC
من	من	UC
بين	بين	UC
كلام	كلام	UC
البشر	البشر	UC
قال	قال	UC
النبي	النبي	UC
صلى	صلى	UC
الله	الله	UC
عليه	عليه	UC
وسلم	وسلم	UC
أنا	أنا	UC
أفصح	أفصح	UC
العرب	العرب	UC
الأوائل	الأوائل	UC
وزملائي	وزملائي	UC
جميعا	جميعا	UC
تخصصوا	تخصصوا	UC
في	في	UC
الشريعة	الشريعة	UC
ولما	ولما	UC
رجعوا	رجعوا	UC
إلى	إلى	UC
البلد	البلد	UC
نفعوا	نفعوا	UC
الناس	الناس	UC
كثيرا	كثيرا	UC
بعلمهم	بعلمهم	UC

السفر	السفر	UC
الأول	لأول	REPLACE_OD
	مرة	INSERT_XM
إلى	إلى	UC
خارج	خارج	UC
الوطن	الوطن	UC
الحمد	الحمد	UC
لله	لله	UC
رب	رب	UC
العالمين	العالمين	UC
وصلاة	والصلاة	REPLACE_XF
والسلام	والسلام	UC
على	على	UC
رسول	رسول	UC
الله	الله	UC
محمد	محمد	UC
صلى	صلى	UC
الله	الله	UC
عليه	عليه	UC
وسلم	وسلم	UC
وبعد	وبعد	UC
كان		DELETE_XM
قبل	قبل	UC
سنتين	سنتين	UC
بعد	وبعد	REPLACE_MI
التخرج	التخرج	UC
من	من	UC
أ لثانوية	الثانوية	UNK
فكرت	فكرت	UC
أن	أن	UC
أستمر	أستمر	UC
في	في	UC
حياتي	حياتي	UC
التعلمي	التعليمية	REPLACE_OM+REPLACE_XG
باللغة	باللغة	UC
العربية	العربية	UC
وأن	وأن	UC
يكون	يكون	UC
هذا	هذا	UC
التعليم	التعليم	UC
في	في	UC
إحدى	إحدى	UC
الدول	الدول	UC
العربية	العربية	UC
بعد	بعد	UC
فترة	فترة	UC
التفكير	التفكير	UC
والتغيير	والتغيير	UC
الدولة	الدولة	UC
قررت	قررت	UC
بأن	بأن	UC
أسافر	أسافر	UC
إلى	إلى	UC
المملكة	المملكة	UC
العربية	العربية	UC
السعودية	السعودية	UC
اخترنا	اخترنا	UC
أنا	أنا	UC
وثلاثة	وثلاثة	UC
	من	INSERT_XM
زملائي	زملائي	UC
الرحلة	الرحلة	UC
من	عن	REPLACE_SW
طريق	طريق	UC
البر	البر	UC
والسفر يجري	والرحلة تبدأ	REPLACE_SW
من	من	UC
التركيا	تركيا	REPLACE_XF
إلى	إلى	UC
سورية	سورية	UC
من	من	UC
السورية	سورية	REPLACE_XF
على	إلى	REPLACE_SW
الأردن	الأردن	UC
ومن	ومن	UC
الأردن	الأردن	UC
إلى	إلى	UC
السعدية	السعودية	REPLACE_OH+REPLACE_OM
نعم	نعم	UC
هذه	هذه	UC
الرحلة	الرحلة	UC
كانت	كانت	UC
أول	أول	UC
رحلتي	رحلاتي	REPLACE_XN
إلى	إلى	UC
خارج	خارج	UC
البلدي	بلدي	REPLACE_XF
وأطول	وأطول	UC
رحلة	رحلة	UC
زمنا	زمنا	UC
لأن	لأننا	REPLACE_MI
مضى	أمضينا	REPLACE_SW
في	في	UC
الطريق	الطريق	UC
ثلاثة	ثلاثة	UC
أيام	أيام	UC
كنا	كنا	UC
نعتقد	نعتقد	UC
أن	أن	UC
الرحلة	الرحلة	UC
ستكون	ستكون	UC
مثل	مثل	UC
الرحلات	الرحلات	UC
في	في	UC
داخل	داخل	UC
البلد	البلد	UC
لكن	لكن	UC
عندما	عندما	UC
بدأنا	بدأنا	UC
الرحلة	الرحلة	UC
مع	مع	UC
طولها	طولها	UC
قابلنا	قابلنا	UC
الصعوبة	صعوبات	REPLACE_XF+REPLACE_XN
والمصائب	ومصائب	REPLACE_XF
كثيرة	كثيرة	UC
من	من	UC
أكبر	أكبر	UC
مصائب	المصائب	REPLACE_XF
	أننا	INSERT_XM
مررنا	مررنا	UC
بثلاثة	بثلاثة	UC
دول	دول	UC
وعند	وعند	UC
كل	كل	UC
خروج	خروج	UC
ودخول	ودخول	UC
	إلى	INSERT_XM
الدولة	الدولة	UC
كنا	كنا	UC
نفتح	نفتح	UC
الحقائب	الحقائب	UC
لتفتيش	لتفتيش	UC
الشرطة	الشرطة	UC
وكنا	وكنا	UC
ننتظر	ننتظر	UC
عند	عند	UC
كل	كل	UC
باب	باب	UC
تقريبا	تقريبا	UC
ثلاثة	ثلاثة	UC
ساعات	ساعات	UC
وصعوبات	وصعوبات	UC
أخرى	أخرى	UC
بعد	بعد	UC
هذه	هذه	UC
الرحلة	الرحلة	UC
وعدنا	وعدنا	UC
لنفسنا	أنفسنا	REPLACE_MI
أن	أن	UC
لا	لا	UC
نختار	نختار	UC
السفر	السفر	UC
من	من	UC
طريق	طريق	UC
البر	البر	UC
لا	لا	UC
سيما	سيما	UC
رحلات	الرحلات	REPLACE_XF
الطويلة	الطويلة	UC
بعدما	بعدما	UC
وصلنا	وصلنا	UC
إلى	إلى	UC
السعودية	السعودية	UC
بدأنا	بدأنا	UC
الإجرائات	إجراءات	REPLACE_OH+REPLACE_XF
لقبول	القبول	REPLACE_OH+REPLACE_OM
والتسجيل	والتسجيل	UC
في	في	UC
أ لجامعة	الجامعة	UNK
والسلام	والسلام	UC
عليكم	عليكم	UC
ورحمة	ورحمة	UC
الله	الله	UC
وبركاته	وبركاته	UC

الكلية	الكلية	UC
التي	التي	UC
أحبها	أحبها	UC
الحمد	الحمد	UC
لله	لله	UC
رب	رب	UC
العالمين	العالمين	UC
والصلاة	والصلاة	UC
والسلام	والسلام	UC
على	على	UC
سيدنا	سيدنا	UC
محمد	محمد	UC
وعلى	وعلى	UC
آله	آله	UC
وصحبة	وصحبه	REPLACE_OT
أجمعين	أجمعين	UC
أنا	أنا	UC
طالب	طالب	UC
في	في	UC
الجامعة	جامعة	REPLACE_XF
الأمام	الإمام	REPLACE_OH
محمد	محمد	UC
بن	بن	UC
سعود	سعود	UC
الإسلامية	الإسلامية	UC
في	في	UC
السعودية	السعودية	UC
كنت	كنت	UC
	قد	INSERT_XM
درست	درست	UC
في	في	UC
المعهد	معهد	REPLACE_XF
تعليم	تعليم	UC
اللغة	اللغة	UC
العربية	العربية	UC
الجامعة	جامعة	REPLACE_XF
الأمام	الإمام	REPLACE_OH
محمد	محمد	UC
بن	بن	UC
سعود	سعود	UC
الإسلامية	الإسلامية	UC
وبدأت	وبدأت	UC
من	من	UC
المستوى	المستوى	UC
الأول	الأول	UC
حتى	حتى	UC
انتهت	انتهيت	REPLACE_MI
من	من	UC
المستوى	المستوى	UC
الرابع	الرابع	UC
في	في	UC
المعهد	معهد	REPLACE_XF
تعليم	تعليم	UC
اللغة	اللغة	UC
العربية	العربية	UC
والآن	والآن	UC
أدرس	أدرس	UC
في	في	UC
دبلوم	دبلوم	UC
	السنة	INSERT_XM
الأولى	الأولى	UC
أن	إن	REPLACE_OH
الكلية	الكلية	UC
الذي	التي	REPLACE_XG
أحبها	أحبها	UC
هي	هي	UC
كلية	كلية	UC
اللغة	اللغة	UC
العربية	العربية	UC
أن	إن	REPLACE_OH
الكلية	كلية	REPLACE_XF
اللغة	اللغة	UC
العربية	العربية	UC
أفضل	أفضل	UC
من	من	UC
الكليات	الكليات	UC
الأخرى	الأخرى	UC
في النفسي	بالنسبة لي	UNK
السبب	السبب	UC
الذي	الذي	UC
سأدخل	سأدخل	UC
في	لأجله	REPLACE_SW
الكلية	كلية	REPLACE_XF
اللغة	اللغة	UC
العربية	العربية	UC
أو	أو	UC
أختار	أختار	UC
في		DELETE_XM
هذه	هذه	UC
الكلية	الكلية	UC
لأنني	لأنني	UC
أريد	أريد	UC
أن	أن	UC
أفهم	أفهم	UC
القرآن	القرآن	UC
جيد	جيدا	REPLACE_XC
والأحاديث	والأحاديث	UC
جيدة	جيدا	REPLACE_XG
وأتحدث	وأتحدث	UC
اللغة	اللغة	UC
العربية	العربية	UC
جيدة	جيدا	REPLACE_XG
وأفهم	وأفهم	UC
كتب	الكتب	REPLACE_XF
كثيرة	الكثيرة	REPLACE_XF
التي يكتبها	المكتوبة	UNK
في اللغة	باللغة	REPLACE_S
العربية	العربية	UC
أن	إن	REPLACE_OH
شاء	شاء	UC
الله	الله	UC
وفي	وفي	UC
الآخر	آخر	REPLACE_XF
الكلام	الكلام	UC
هو		DELETE_XM
أشكر	أشكر	UC
الله	الله	UC
كبيرة	كثيرا	REPLACE_OR+REPLACE_XG
على	على	UC
النعمة	نعمة	REPLACE_XF
الله	الله	UC
تعالى	تعالى	UC
	النعمة	INSERT_XM
هي	هي	UC
النعمة		DELETE_XM
الدين	دين	REPLACE_XF
الإسلام	الإسلام	UC

أصول	أصول	UC
الدين	الدين	UC
أرغب	أرغب	UC
على	في	REPLACE_SW
تخصصي	تخصص	REPLACE_XN
أصول	أصول	UC
الدين	الدين	UC
العقيدة	العقيدة	UC
الطحاولة	الطحاوية	REPLACE_OR
لأن	لأن	UC
	الناس	INSERT_XM
في	في	UC
بلدنا	بلدنا	UC
يحتجون	يحتاجون	REPLACE_OH+REPLACE_OM
أن	إلى من	REPLACE_S
يعلمها	يعلمهم	REPLACE_MI
إلى		DELETE_XM
العقيدة	العقيدة	UC
الصحيحة	الصحيحة	UC
في	في	UC
الإسلام	الإسلام	UC
أول	أولا	REPLACE_XC
فكرت	فكرت	UC
هذه	في	REPLACE_SW
تخصصي	تخصصي	UC
	هذا	INSERT_XM
حينما	حينما	UC
درست	درست	UC
هنا	هنا	UC
في	في	UC
معهد	المعهد	REPLACE_XF
وأرغب	وأرغب	UC
	في	INSERT_XM
هذه	هذا	REPLACE_XG
تخصصي	التخصص	REPLACE_SW
لأن	لأن	UC
عندي	عندي	UC
صديقي	صديق	REPLACE_XN
يدرس	يدرس	UC
لهذه	هذا	REPLACE_XG+REPLACE_XT
التخصص	التخصص	UC
ممكن	ممكن	UC
	أن	INSERT_XM
أستفيد	أستفيد	UC
منهم	منه	REPLACE_MI
ويساعدني	ويساعدني	UC
نعم	نعم	UC
يستفيد	ويستفيد	REPLACE_MI
مني	مني	UC
إذا	إذا	UC
كان		DELETE_XM
تحرص	تخرجت	REPLACE_SW
من	من	UC
هذه	هذا	REPLACE_XG
التخصصي	التخصص	REPLACE_OD+REPLACE_OG

الرحلة	الرحلة	UC
إلى	إلى	UC
مكة	مكة	UC
المكرمة	المكرمة	UC
لأداء	لأداء	UC
العمرة	العمرة	UC
بسم	بسم	UC
الله	الله	UC
الرحمن	الرحمن	UC
الرحيم	الرحيم	UC
الحمد	الحمد	UC
لله	لله	UC
رب	رب	UC
العالمين	العالمين	UC
والصلاة	والصلاة	UC
والسلام	والسلام	UC
على	على	UC
نبينا	نبينا	UC
محمد	محمد	UC
صلى	صلى	UC
الله	الله	UC
عليه	عليه	UC
وسلم	وسلم	UC
وعلى	وعلى	UC
آله	آله	UC
وأصحابه	وأصحابه	UC
وفي	ومن	REPLACE_SW
تبعهم	تبعهم	UC
بإحسان	بإحسان	UC
إلى	إلى	UC
يوم	يوم	UC
الدين	الدين	UC
أما	أما	UC
بعد	بعد	UC
في	في	UC
يوم	يوم	UC
الأربعاء	الأربعاء	UC
الماضي	الماضي	UC
الموافق	الموافق	UC
14	14	UC
6	6	UC
34ه	34 ه	SPLIT
قمنا	قمنا	UC
برحلة	برحلة	UC
إلى	إلى	UC
مكة	مكة	UC
المكرمة	المكرمة	UC
لأداء	لأداء	UC
العمرة	العمرة	UC
مع	مع	UC
بعض	بعض	UC
زملاء	الزملاء	REPLACE_XF
السعوديين	السعوديين	UC
خرجنا	خرجنا	UC
من	من	UC
السكن	السكن	UC
إلى	إلى	UC
الباص	الباص	UC
في	في	UC
الساعة	الساعة	UC
الرابعة	الرابعة	UC
والنصف	والنصف	UC
فكان	فكان	UC
الباص	الباص	UC
واقفا	واقفا	UC
على	على	UC
البوابة	البوابة	UC
رقم	رقم	UC
4	4	UC
ثم	ثم	UC
لما	لما	UC
وصلنا	وصلنا	UC
إليه	إليه	UC
فوجدنا	وجدنا	REPLACE_SF
على	على	UC
بابه	بابه	UC
رجل	رجلا	REPLACE_XC+REPLACE_XN
يسئل	يسأل	REPLACE_OR
عن	عن	UC
الإقامة	الإقامة	UC
فسئلت	فسألت	REPLACE_MI
من	من	UC
هذا	هذا	UC
الرجل	الرجل	UC
قيل	قيل	UC
لي	لي	UC
هو	هو	UC
المشرف	المشرف	UC
على	على	UC
الرحلة	الرحلة	UC
فلما	فلما	UC
وقفت	وقفت	UC
بين	بين	UC
يديه	يديه	UC
سالني	سألني	REPLACE_OH
عن	عن	UC
الإقامة	الإقامة	UC
